2,0.4762712092463855
3,0.5644688115257143
4,0.40737640828811356
5,0.41620153575688035
6,0.2730517619017168
7,0.2759202589877629
8,0.43259447773761583
9,0.22046047021732676
10,0.23123561750128677
11,0.29750967565913794
12,0.19559060723215763
13,0.37118260879849135
14,0.27785631586439835
15,0.05727003531889397
16,0.19810187671351884
17,0.0876300075545807
18,0.21631106851590562
19,0.17541561048894422
20,0.1245425645054209
21,0.12241255297860831
22,0.20210695893220398
23,0.21701643635880602
24,0.19526880146148995
25,0.15003166619029387
26,0.13835491783580933
27,0.17626643821765586
28,0.17164011683688973
29,0.1890686288710619
30,0.18194993867858147
31,0.20079770875930597
32,0.18296603194245376
33,0.20476662553248876
34,0.2076761740511965
35,0.22128263255977262
36,0.22514480816126967
37,0.2302968112946513
38,0.22984080309722393
39,0.22409626377817046
40,0.24356318381878939
41,0.22954407453600212
42,0.2307963917419485
43,0.25438816001278
44,0.24633689080240004
45,0.25784303970867556
46,0.24712184107089805
47,0.2426854797505752
48,0.25242632412110094
49,0.24739959816415108
50,0.2569188951439187
51,0.2643113876016753
52,0.256055243540408
53,0.27265182415882433
54,0.2693499899724338
55,0.2779108727031498
56,0.28765652917204027
57,0.2964283996875003
58,0.2800209418302957
59,0.2747626612386658
60,0.28654171911982906
