2,0.44225363483900343
3,0.3763284096565765
4,0.3632418641635742
5,0.23623197705169557
6,0.23104435466750348
7,0.26137929306144764
8,0.28413185513695494
9,0.2974929821343912
10,0.2931748996438753
11,0.27644085774824
12,0.28954088570909176
13,0.28729679186763724
14,0.2875927621256178
15,0.28267917087463573
16,0.2793314041722611
17,0.2845723025599155
18,0.2836438542011368
19,0.28800030167393975
20,0.28667916130749244
21,0.2891365389513344
22,0.28813461003050245
23,0.29082818132466165
24,0.2943315355550793
25,0.2797213730380702
26,0.2899921363426042
27,0.28458848758435196
28,0.286114727327202
29,0.28440339938915
30,0.2887877634919309
31,0.28559864968231885
32,0.28327836816583346
33,0.2800435242206223
34,0.28684682607259654
35,0.284343757481634
36,0.2908214488618078
37,0.3017698646015323
38,0.33469028116488636
39,0.3339013056734084
40,0.33676021998669203
41,0.3392635173539458
42,0.34217383811162305
43,0.3401265192224028
44,0.33368930562210714
45,0.32090314611368326
46,0.3155817123538157
47,0.3133051168781766
48,0.3179399498543915
49,0.2856826779198427
50,0.3002983705712631
51,0.3044647524168713
52,0.33250132837164215
53,0.33818385002689544
54,0.3462168855054306
55,0.38667330025729607
56,0.4187569426660489
57,0.4197696985657171
58,0.4164393519360365
59,0.4164393519360365
60,0.4048702705679041
